id,lesson_id,icon,word,romaji,hiragana,sound_check,en,vi,zh,fr,de,hi,ind,it,ko,ms,pt,ru,es,th,tl,ar,pl,hr,nl,el,hu,sv,cs,ro,bg,da,tr,fi,sl,fa,bn,uk,am,km,si,zu,sw,lo,no
66,4,Assets/Resources/Images/66.png,土踏まず,tsuchifumazu,つちふまず,null,arch,lòng bàn chân,脚心,cambre,bogen,मेहराब,lengkungan,arco,아치,gerbang,arco,арка,el arco,โค้ง,arko,قوس,łuk,luk,boog,αψίδα,boltív,båge,oblouk,arc,арка,bue,kemer,kaari,lok,قوس,খিলান,арка,ግቢ,មូល,ලූක්,umdwebo,arch,ໂຄ້ງ,bue
67,4,Assets/Resources/Images/67.png,足の親指,ashi no oyayubi,あし の おやゆび,null,big toe,ngón chân cái,拇指,gros orteil,großer zeh,अंगूठा,jari kaki yang besar,alluce,엄지 발가락,ibu jari kaki,dedão,большой палец ноги,el dedo pulgar del pie,หัวแม่ตีน,malaking daliri,اصبع القدم الكبير,duży palec,palac,grote teen,μεγάλο δάχτυλο του ποδιού,nagy lábujj,stortå,palec,degetul mare,палец на крака,storetå,ayak başparmağı,isovarvas,veliki prst,پا بزرگ,বড় অঙ্গুলী,великий палець ноги,ትልቅ እብጠት,មេជើង,ලොකු ඇඟිල්ලක්,inzwane enkulu,toe kubwa,big toe,stor tå
68,4,Assets/Resources/Images/68.png,足の甲,ashi no kō,あし の こう,null,bridge,mu bàn chân,脚背,pont,brücke,पुल,jembatan,ponte,다리,jambatan,ponte,мост,el puente,สะพาน,tulay,جسر,most,most,brug,γέφυρα,híd,bro,most,pod,мост,bro,köprü,silta,most,پل,সেতু,міст,ድልድይ,ស្ពាន,පාලම,ibhuloho,daraja,ຂົວ,bro
69,4,Assets/Resources/Images/69.png,足の爪,ashi no tsume,あし の つめ,null,toenail,móng chân,趾甲,ongle,zehennagel,toenail,kuku jari kaki,unghia del piede,발톱,kuku jari kaki,unha do pé,ноготь на пальце ноги,la uña del dedo del pie,เล็บเท้า,toenail,ظفر الرجل,paznokieć,toenail,teennagel,toenail,lábujjköröm,tånagel,nehet,unghie de la picior,нокът на пръст на крака,tånegl,ayak tırnağı,varpaankynsi,noht na nogi,ناخن,পায়ের নখ,toenail,ጣት,ច្រមុះ,ඇටකටු,i-toenail,toenail,toenail,tånegl
70,4,Assets/Resources/Images/70.png,足の小指,ashi no koyubi,あし の こゆび,null,little toe,ngón chân út,小指,petit orteil,kleiner zeh,पैर की छोटी अंगुली,kelingking kaki,mignolo,새끼 발가락,jari kaki kecil,dedo mindinho,маленький пальчик,el dedo pequeño,นิ้วเท้าเล็ก ๆ,maliit na daliri ng paa,اصبع القدم قليلا,mały palec,mali prst,kleine teen,μικρό δάκτυλο του ποδιού,kislábujj,lilltå,malý prst,degetul mic de la picior,малък пръст,lille tå,küçük ayak parmağı,pikkuvarvas,mali prst,انگشت کوچک,একটু অঙ্গুলী,маленький палець,ትንሹ ጣት,ម្រាមជើងតិចតួច,පුංචි ඇඟිල්ලක්,inzwane encane,kidole kidogo,toe ພຽງເລັກນ້ອຍ,liten tå
71,4,Assets/Resources/Images/71.png,足首,ashikubi,あしくび,null,ankle,mắt cá chân,踝,cheville,knöchel,टखने,pergelangan kaki,caviglia,발목,pergelangan kaki,tornozelo,лодыжка,el tobillo,ข้อเท้า,bukung-bukong,الكاحل,kostka,gležanj,enkel,αστράγαλος,boka,vrist,kotník,gleznă,глезен,ankel,ayak bileği,nilkka,gleženj,مچ پا,গোড়ালি,щиколотки,ቁርጭምጭሚት,កជើង,වළලුකර,i-ankle,mguu,ຂໍ້ຕີນ,ankel
72,5,Assets/Resources/Images/72.png,前頭筋,zentōkin,ぜんとうきん,null,frontal,xương trán,额骨,frontal,frontal,ललाट,frontal,frontale,정면,frontal,frontal,лобовой,frontal,หน้าผาก,pangharap,أمامي,czołowy,frontalni,frontaal,μετωπικός,elülső,frontal,čelní,frontal,челен,frontal,ön,otsa-,frontalno,جلو,সম্মুখ,фронтальна,ፊት ለፊት,ខាងមុខ,පෙරමුනේ,phambili,mbele,frontal,frontal
73,5,Assets/Resources/Images/73.png,肋間筋,rokkankin,ろっかんきん,null,intercostal,cơ liên sườn,肋间肌,intercostal,intercostal,पसलियों के बीच का,interkostal,intercostale,늑간,intercostal,intercostal,интеркостельный,intercostal,ระหว่างซี่โครง,intercostal,الوربية,międzyżebrowy,međurebarni,tussenribspieren,μεταξύ των πλευρών,bordaközi,interkostal,mezižeberní,intercostal,между жилките,interkostalrum,kaburgalar arası,kylkiluiden,medrebrna,فاصله بین زخم ها,পাঁজরের মধ্যবর্তী,міжреберні,ኢንተርስሽናል,intercostal,අන්තරේ,intercostal,intercostal,intercostal,intercostal
74,5,Assets/Resources/Images/74.png,二頭筋,nitōkin,にとうきん,null,biceps,cơ hai đầu,二头肌,biceps,bizeps,मछलियां,bisep,bicipite,이두근,bisep,bíceps,бицепс,bíceps,ลูกหนู,biceps,العضلة ذات الرأسين,biceps,biceps,biceps,δικέφαλος μυς,bicepsz,biceps,biceps,biceps,бицепс,biceps,biceps,hauislihas,biceps,دوزخ,দ্বিশির মাংসপেশী,біцепс,ቢላፕስ,biceps,බයිpsස්,biceps,biceps,biceps,biceps
75,5,Assets/Resources/Images/75.png,腹筋,fukkin,ふっきん,null,abdominals,cơ bụng,腹直肌,les abdominaux,bauchmuskeln,abdominals,perut,addominali,복부,abdominals,abdominais,брюшного,abdominales,abdominals,abdominals,عبدومينالس,mięśnie brzucha,trbušne mišiće,buikspieren,κοιλιακά,has,mage,břišní,abdominali,корема,mavemusklerne,abdominals,vatsa,abdominals,شکم,abdominals,черевної порожнини,ሆዶች,ពោះ,අපිරිසිදු,izibeletho,tumbo,abdominals,Mage
76,5,Assets/Resources/Images/76.png,四頭筋,yontōkin,よんとうきん,null,quadriceps,cơ tứ đầu,四头肌,quadriceps,quadrizeps,चतुशिरस्क,paha depan,quadricipiti,대퇴사 두근,quadriceps,quadríceps,четырехглавая мышца,cuadríceps,quadriceps,quadriceps,عضلات الفخذ,mięsień czworogłowy uda,kvadriceps,quadriceps,τετρακέφαλο,négyfejű,quadriceps,quadriceps,cvadriceps,четириглавия,quadriceps,kuadriseps,quadriceps,kvadricepsi,چهارگوشه,উরুর সামনের দিকের চারমাধাওয়ালা মাংসপেশি,чотириголового,ኳድሪፕስ,quadriceps,සිවුපාවා,quadriceps,quadriceps,quadriceps,quadriceps
77,5,Assets/Resources/Images/77.png,胸筋,kyōkin,きょうきん,null,pectoral,cơ ngực,胸肌,pectoral,pectoral,छाती पर का कवच,dada,pettorale,주관적인,dada,peitoral,нагрудный,pectoral,ที่หน้าอก,pektoral,صدري,piersiowy,prsni,borstspier,επιστήθιος,mell-,bröst-,prsní,pectoral,гръден,brystfinner,göğüs,rintalihas,prsni,جمجمه,হৃদয়জাত,грудний,ድኝ,pectoral,උච්ච වායුද,i-pectoral,pectoral,pectoral,pectoral
78,5,Assets/Resources/Images/78.png,三角筋,sankakukin,さんかくきん,null,deltoid,cơ tam giác,三角肌,deltoïde,deltamuskel,त्रिभुजाकार,berbentuk delta,deltoide,삼각주,deltoid,deltóide,треугольный,deltoides,เดลทอยด์,deltoid,العضلة الدالية,deltoid,deltoid,deltaspier,δελτοειδής,deltoid,deltamuskeln,deltoidní,deltoid,делтовиден,deltoid,delta şeklinde,olkavarren,deltoid,دلتود,ব-দ্বীপসম্বন্ধীয়,deltoid,ፍርፍ,deltoid,ඩෙලෝයිඩ්,i-deltoid,deltoid,deltoid,deltoid
79,5,Assets/Resources/Images/79.png,ハムストリング筋,hamusutoringukin,ハムストリングきん,null,hamstring,gân kheo,旁腱肌,tendon,lähmen,पंख काटना,melumpuhkan,tendine del ginocchio,햄스트링,hamstring,isquiotibiais,калечить,el tendón de la corva,เอ็นร้อยหวาย,hamstring,أوتار المأبض,ścięgno udowe,tetiva,verminken,σακατεύω,megbénít,knäsena,ochromit,hamstring,осакатявам,forstrækning,aksatmak,lamaannuttaa,tetiva,همسترینگ,হ্যামস্ট্রিং,підколінного сухожилля,እግር ይወርዳል,សរសៃពួរ,පැටව්ණි,i-hamstring,nyundo,hamstring,hamstring
81,5,Assets/Resources/Images/81.png,僧帽筋,sōbōkin,そうぼうきん,null,trapezius,cơ thang,斜方肌,trapèze,trapezius,त्रपेजियस,trapezius,trapezio,사지의,trapezius,trapézio,трапециевидная,trapecio,trapezius,trapezius,شبه المنحرفة,czworoboczny,trapez,trapezius,τραπέζι,trapézizom,trapezius,trapezius,trapez,трапецовидния мускул,trapezius,trapezius,trapezius,trapezius,تراپسیوس,trapezius,trapezius,ትራፔሲየስ,ត្រីកោណ,ට්රෙපියෝසියස්,trapezius,trapezius,trapezius,trapezius
82,5,Assets/Resources/Images/82.png,広背筋,kōhaikin,こうはいきん,null,latissimus dorsi,cơ lưng to,背阔肌,latissimus dorsi,latissimus dorsi,लाटिस्सिमुस डोरसी,latissimus dorsi,latissimus dorsi,광배근,latissimus dorsi,latissimus dorsi,широчайшая мышца спины,latissimus dorsi,latissimus dorsi,latissimus dorsi,latissimus dorsi,najszerszy grzbiet,latissimus dorsi,latissimus dorsi,latissimus dorsi,a széles hátizom,latissimus dorsi,latissimus dorsi,dorsal mare,latissimus dorsi,latissimus dorsi,latissimus dorsi,latissimus dorsi,latissimus dorsi,latissimus dorsi,latissimus dorsi,latissimus dorsi,ላቲስሚየስ ዳርሲ,latretimus dorsi,ලැටිසිමස් ඩෝර්සි,latissimus dorsi,latissimus dorsi,latissimus dorsi,latissimus dorsi
84,5,Assets/Resources/Images/84.png,大殿筋,daidenkin,だいでんきん,null,buttock,cơ mông,臀部,fesse,gesäß,चूतड़,pantat,natica,엉덩이,punggung,nádega,ягодица,nalga,สะโพก,buttock,ردف,pośladek,stražnjica,bil,γλουτός,félfenék,skinka,hýždě,fesă,бут,balde,kalça,pakara,zadnjico,باسن,পাছা,сідниця,የጭራቅ,គូទ,අඳුර,i-buttock,kitambaa,buttock,rumpeballe
86,6,Assets/Resources/Images/86.png,鎖骨,sakotsu,さこつ,null,collarbone,xương đòn gánh,锁骨,clavicule,schlüsselbein,हंसली,tulang selangka,clavicola,쇄골,tulang selangka,clavícula,ключица,clavícula,กระดูกไหปลาร้า,kuwelyo,ترقوة,obojczyk,ključna kost,sleutelbeen,κλειδιά,kulcscsont,nyckelben,klíční kost,clavicula,ключица,kraveben,köprücük kemiği,solisluu,ključnico,کلسترول,কণ্ঠা,ключиця,አጥንት አጥንት,ឆ្អឹងក,අංඟයක්,i-collarbone,collarbone,ກະດູກສັນຫຼັງ,kragebeinet
88,6,Assets/Resources/Images/88.png,胸骨,kyōkotsu,きょうこつ,null,breast bone,xương ức,胸骨,os du sein,brustknochen,स्तन की हड्डी,tulang dada,osso del seno,가슴 뼈,tulang payudara,osso do peito,грудная кость,esternón,กระดูกเต้านม,dibdib ng dibdib,عظم الثدي,mostek,grudi,borstbeen,στήθος του στήθους,mellcsont,bröstbenet,hrudní kost,stern,гръдна кост,brystbenet,göğüs kemiği,rintaluu,prsne kosti,استخوان سینه,স্তন হাড়,грудна кістка,የጡት ጡት,ឆ្អឹងសុដន់,පියයුරු අස්ථි,ithambo lesifuba,mfupa wa mifupa,ກະດູກເຕົ້ານົມ,brystbenet
89,6,Assets/Resources/Images/89.png,肋骨,rokkotsu,ろっこつ,null,rib,xương sườn,肋骨,nervure,rippe,रिब,tulang rusuk,costola,늑골,tulang rusuk,costela,ребро,costilla,ซี่โครง,rib,ضلع,żebro,rebro,rib,σχηματίζω πλευρές,borda,revben,žebro,coastă,ребро,ribben,kaburga,kylkiluu,rebro,دنده,পাঁজর,ребра,የጎድን አጥንት,ឆ្អឹងជំនី,රබර්,imbambo,namba,rib,ribbein
90,6,Assets/Resources/Images/90.png,尺骨,shakkotsu,しゃっこつ,null,ulna,xương trụ,尺骨,cubitus,elle,कुहनी की हड्डी,tulang hasta,ulna,자뼈,ulna,ulna,локтевая кость,cubito,กระดูกปลายแขนท่อนใน,ulna,عظم الزند,kość łokciowa,lakatna kost,ellepijp,ωλένη,singcsont,armbågsben,ulna,cubitus,лакътната кост,albueben,dirsek kemiği,kyynärluu,ulna,النا,অন্ত: প্রকোষ্ঠাস্থি,локтевая кістка,ulna,ulna,උල්නා,ulna,ulna,ulna,ulna
91,6,Assets/Resources/Images/91.png,橈骨,tōkotsu,とうこつ,null,radius,xương cánh tay,桡骨,rayon,radius,त्रिज्या,radius,raggio,반지름,radius,raio,радиус,radio,รัศมี,radius,نصف القطر,promień,radius,radius,ακτίνα κύκλου,sugár,radie,poloměr,rază,радиус,radius,yarıçap,säde,polmer,شعاع,ব্যাসার্ধ,радіус,ራዲየስ,កាំ,අරය,irediyo,radius,radius,radius
92,6,Assets/Resources/Images/92.png,骨盤,kotsuban,こつばん,null,pelvis,xương hông,骨盆,bassin,becken,श्रोणि,panggul,bacino,골반,pelvis,pélvis,таз,pelvis,กระดูกเชิงกราน,pelvis,حوض,miednica,karlica,bekken,λεκάνη,kismedence,bäcken-,pánev,pelvis,таз,bækken,pelvis,lantio,medenice,لگن,শ্রোণীচক্র,таз,ጫማ,ឆ្អឹងអាងត្រគាក,පීල්ස්,isikhumba,pelvis,pelvis,bekken
93,6,Assets/Resources/Images/93.png,膝蓋骨,shitsugaikotsu,しつがいこつ,null,kneecap,xương bánh chè,护膝,rotule,kniescheibe,घुटनों,tempurung lutut,rotula,슬개골,lutut,rótula,наколенник,rótula,กระดูกสะบ้าหัวเข่า,kneecap,الرضفة عظمة رأس الركبة,rzepka,štitnjak,knieschijf,επιγονάτιδα,térdkalács,knäskål,čéška,rotula,наколенник,knæskal,dizkapağı,polvilumpio,koleno,زانو کمپ,হাঁটুর হাড়,наколінник,ጉልበት,ជង្គង់,දනියි,i-kneecap,kneecap,kneecap,kneskål
94,6,Assets/Resources/Images/94.png,腓骨,hikotsu,ひこつ,null,fibula,xương mác,腓骨,fibule,fibula,टांग के अगले भाग की हड्डी,tulang betis,perone,비골,fibula,fíbula,фибула,fíbula,กระดูกน่อง,fibula,مشبك,fibula,fibula,fibula,περόνη της κνήμης,szárkapocscsont,vadben,fibula,peroneu,фибула,fibula,fibula,pohjeluu,fibula,فیبول,অনুজজ্ঘাসি্থ,фібула,ፑለሞ,fibula,ෆයිබුල,i-fibula,fibula,fibula,fibula
96,6,Assets/Resources/Images/96.png,頭蓋骨,zugaikotsu,ずがいこつ,null,skull,sọ,头骨,crâne,schädel,खोपड़ी,tengkorak,cranio,두개골,tengkorak,crânio,череп,cráneo,กะโหลกศีรษะ,bungo,جمجمة,czaszka,lubanja,schedel,κρανίο,koponya,skalle,lebka,craniu,череп,kranium,kafatası,kallo,lobanja,جمجمه,মাথার খুলি,череп,የራስ ቅላት,ឆ្អឹងក្បាល,හිස් කබල,i-skull,fuvu,skull,hodeskalle
97,6,Assets/Resources/Images/97.png,顎骨,gakkotsu,がっこつ,null,jaw,xương hàm,颚,mâchoire,kiefer,जबड़ा,rahang,mascella,턱,rahang,mandíbula,челюсть,mandíbula,กราม,panga,فك,szczęka,čeljust,kaak,σαγόνι,állkapocs,käke,čelist,falcă,челюст,kæbe,çene,leuka,čeljust,فک,চোয়াল,щелепу,መንጋጋ,ថ្គាម,හකු ය,umhlathi,taya,jaw,kjeve
98,6,Assets/Resources/Images/98.png,上腕骨,jōwankotsu,じょうわんこつ,null,humerus,xương trên của cánh tay,肱骨,humérus,humerus,प्रगंडिका,humerus,omero,상완골,humerus,úmero,плечевая кость,húmero,กระดูกต้นแขน,humerus,عظم العضد,kość ramienna,rame,opperarmbeen,βραχιονιο οστο,humerus,humerus,humerus,humerusului,раменна кост,humerus,kol kemiği,olkaluu,nadlahtnica,انسداد,প্রগণ্ডাস্থি,плечова кістка,humerus,humerus,ආර්,i-humerus,humerus,humerus,humerus
99,6,Assets/Resources/Images/99.png,胸郭,kyōkaku,きょうかく,null,ribcage,xương sườn,肋骨,cage thoracique,brustkorb,पंजर,tulang rusuk,gabbia toracica,갈비뼈,tulang rusuk,caixa toráxica,грудная клетка,caja torácica,ชายโครง,ribcage,القفص الصدرى,klatka piersiowa,prsni koš,ribbenkast,σφαίρα,mellkas,bröstkorg,hrudní koš,cutia toracică,гръден кош,ribben,göğüs kafesi,rintakehä,rebra,رباط کچلی,ribcage,грудну клітку,መቃን ደረት,ឆ្អឹងជំនី,ඉළඇට කූඩුව,ingxenye engezansi yezimbambo,ribcage,ribcage,brystkasse
100,6,Assets/Resources/Images/100.png,中手骨,chūshukotsu,ちゅうしゅこつ,null,metacarpal,xương bàn tay,掌骨,métacarpien,mittelhandknochen,करभिकास्थि,metacarpal,metacarpo,중수골,metacarpal,metacarpo,пястной,metacarpiano,metacarpal,metacarpal,المشط,śródręcza,falange,middenhandsbeentje,μετακάρπιος,metacarpalis,metakarpal,metakarpální,metacarpiene,метакарпална,mellemhaandsben,eltarağına ait,metacarpal,metakarpal,متاکارپال,করর্কুচাস্থি,метакарпал,metacarpal,metacarpal,සගාසනාේරියා,i-metacarpal,metacarpal,metacarpal,metacarpal
101,6,Assets/Resources/Images/101.png,大腿骨,daitaikotsu,だいたいこつ,null,femur,xương đùi,股骨,fémur,femur,जांध की हड्डी,tulang paha,femore,대퇴골,femur,fêmur,бедренная кость,fémur,กระดูกขาอด่อน,femur,عظم الفخذ,kość udowa,femur,dijbeen,μηριαίο οστό,combcsont,lårben,stehenní kost,femur,бедрена кост,lårbenet,uyluk,reisiluu,stegnenica,ران,ঊর্বস্থি,стегнової кістки,ፈረስ,លិង្គ,මැලේරියා,femur,femur,femur,femur
